x,y,time
228.74074074074073,1536.023622047244,0.04405275000317488
228.74074074074073,1536.023622047244,0.06063200000062352
228.74074074074073,1536.023622047244,0.09315354166756151
228.74074074074073,1536.023622047244,0.11393933333602035
228.74074074074073,1536.023622047244,0.14466116666881135
228.74074074074073,1536.023622047244,0.16114833333267597
228.74074074074073,1536.023622047244,0.17992133333609672
228.74074074074073,1536.023622047244,0.19653004167048493
228.74074074074073,1536.023622047244,0.2133830416642013
228.74074074074073,1536.023622047244,0.2300642083355342
228.74074074074073,1536.023622047244,0.2490931249994901
228.74074074074073,1536.023622047244,0.2674134166663862
228.74074074074073,1536.023622047244,0.28427375000319444
228.74074074074073,1536.023622047244,0.30105341666785534
228.74074074074073,1536.023622047244,0.32722620833374094
228.74074074074073,1536.023622047244,0.34402612499980023
228.74074074074073,1536.023622047244,0.38461241666664137
228.74074074074073,1536.023622047244,0.40099020832712995
228.74074074074073,1536.023622047244,0.41750799999863375
228.74074074074073,1536.023622047244,0.44677283333294326
228.74074074074073,1536.023622047244,0.46328033332974883
228.74074074074073,1536.023622047244,0.49609008333209204
228.74074074074073,1536.023622047244,0.5261082499992051
229.92592592592592,1536.023622047244,0.5596002083320935
229.92592592592592,1536.023622047244,0.5772917916683662
231.11111111111111,1536.023622047244,0.5974579166641059
232.2962962962963,1536.023622047244,0.6144947083294108
235.85185185185185,1536.023622047244,0.631564291666117
237.03703703703704,1536.023622047244,0.6483230000003539
238.22222222222223,1536.023622047244,0.6781363330063307
239.40740740740742,1536.023622047244,0.694294291342738
239.40740740740742,1536.023622047244,0.716266291345017
239.40740740740742,1536.023622047244,0.734468958011201
239.40740740740742,1536.023622047244,0.7555579163434579
239.40740740740742,1536.023622047244,0.7729196663402383
239.40740740740742,1536.023622047244,0.7899943746723131
239.40740740740742,1536.023622047244,0.8068347080096266
239.40740740740742,1536.023622047244,0.8236162496740128
239.40740740740742,1536.023622047244,0.8402658746761865
239.40740740740742,1536.023622047244,0.8699568746722782
240.59259259259258,1536.023622047244,0.886003833000922
242.96296296296296,1540.5748031496064,0.9165282496675163
246.5185185185185,1540.5748031496064,0.9454903330030165
250.07407407407408,1540.5748031496064,0.9911580413378206
250.07407407407408,1540.5748031496064,1.0072477496711318
251.25925925925927,1540.5748031496064,1.026784374668404
251.25925925925927,1540.5748031496064,1.0437774580046781
251.25925925925927,1540.5748031496064,1.0607976246670834
252.44444444444446,1540.5748031496064,1.0807246246682727
252.44444444444446,1540.5748031496064,1.097954791662767
252.44444444444446,1540.5748031496064,1.1194191666632722
253.62962962962962,1540.5748031496064,1.137119458324003
253.62962962962962,1540.5748031496064,1.1562332083245455
253.62962962962962,1540.5748031496064,1.1754330416566408
254.8148148148148,1538.2992125984251,1.19723208332797
257.18518518518516,1538.2992125984251,1.216935874993931
258.3703703703704,1538.2992125984251,1.2357386666604615
259.55555555555554,1538.2992125984251,1.252818374994229
260.74074074074076,1538.2992125984251,1.2697238749948045
260.74074074074076,1538.2992125984251,1.2862004166578007
260.74074074074076,1538.2992125984251,1.3028698336661408
260.74074074074076,1538.2992125984251,1.334765333662749
260.74074074074076,1538.2992125984251,1.3581035003321675
260.74074074074076,1538.2992125984251,1.3765627919951884
260.74074074074076,1538.2992125984251,1.4075812086616724
260.74074074074076,1538.2992125984251,1.4272769586627918
260.74074074074076,1538.2992125984251,1.4444507503308204
