time,longitude,latitude,altitude_1,speed_1
1441139185,-86.8163976,36.1704904,134,1
1441139190,-86.8163863,36.1705806,133,1.8
1441139195,-86.8163768,36.1706494,133,1.1
1441139200,-86.8164027,36.170706,133,1.4
1441139205,-86.8164509,36.1707791,132,0.9
1441139215,-86.8164948,36.1708269,132,1.5
1441139220,-86.8164952,36.170874,131,1.1
1441139225,-86.8165004,36.1708972,131,0.4
1441139230,-86.8164861,36.1708942,131,0.4
1441139235,-86.8164783,36.1708768,131,0.2
1441139240,-86.8164686,36.1708758,130,0.9
1441139245,-86.8164653,36.170872,132,0
1441139250,-86.8164653,36.170872,131,0
1441139255,-86.8164653,36.170872,130,0
1441139260,-86.8164653,36.170872,130,0
1441139265,-86.8164854,36.170888,130,1.1
1441139270,-86.8165405,36.1709347,130,0.9
1441139275,-86.8165443,36.1709472,130,0
1441139280,-86.8165509,36.170957,130,0.4
1441139285,-86.8165578,36.1709489,130,0
1441139290,-86.8165622,36.1709498,131,0.5
1441139295,-86.8165682,36.1709505,131,0
1441139300,-86.8165689,36.1709627,131,0
1441139305,-86.8165689,36.1709627,130,0
1441139310,-86.8165842,36.170962,131,0.3
1441139315,-86.8165842,36.170962,130,0
1441139320,-86.8165842,36.170962,130,0
1441139325,-86.8165842,36.170962,130,0
1441139330,-86.8165842,36.170962,130,0
1441139335,-86.8165949,36.1709447,131,0
1441139340,-86.816587,36.1709591,131,0
1441139345,-86.8165873,36.1709647,131,0
1441139350,-86.8165961,36.1709537,131,0.4
1441139355,-86.8165745,36.1709616,131,0.6
1441139360,-86.8165233,36.170934,131,0.9
1441139365,-86.8164918,36.1708928,131,0.8
1441139370,-86.8164749,36.1708744,131,0.5
1441139375,-86.8164749,36.1708744,131,0
1441139380,-86.8164749,36.1708744,131,0
1441139385,-86.8164873,36.1708751,131,0.3
1441139390,-86.8164818,36.1708502,132,0.3
1441139395,-86.8164994,36.1708633,132,0.7
1441139400,-86.8165158,36.1708521,132,0.3
1441139405,-86.8164711,36.1709018,132,1.1
1441139410,-86.8164123,36.1710106,132,1.8
1441139415,-86.8164465,36.1710094,132,0.8
1441139420,-86.816486,36.1709181,132,1
1441139425,-86.8164706,36.1709251,130,0.4
1441139430,-86.8164081,36.1708773,131,1.8
1441139435,-86.8163406,36.1707019,131,4.6
1441139440,-86.8163076,36.1704982,132,3.9
1441139445,-86.816348,36.1703959,132,1
1441139450,-86.8163694,36.1703797,132,0
1441139455,-86.8163694,36.1703797,132,0
1441139460,-86.816373,36.1703543,131,2
1441139465,-86.8161219,36.1702981,132,5.3
1441139470,-86.815936,36.1703452,133,1
